,name,price,sku
1479,HEATER BOX REPAIR PIPE (2)      	00-9914-0,4.55,00-9914-0
1480,EXHAUST NUT KIT 8 PCS.    	00-9525-0,7.92,00-9525-0
1481,WELD-ON DUAL EXHAUST TIP,13.93,00-7308-0
1482,CHROME DUALS W/INSERTS,249.99,00-3709-0
1483,HEADER ONLY FOR 3714 - 00-3714-7,59.99,00-3714-7
1484,Muffler Insert 3758/59 Racing Duals - Sold Each - 00-3721-0,25.49,00-3721-0
1485,Black Stinger Exhaust w/Heat Risers - Fits Type 1 - 00-3730-0,156.49,00-3730-0
1486,"17"" MUFFLER/SPARK ARRESTOR, EA - 00-3738-0",129.99,00-3738-0
1487,"4"" SPARK ARRESTOR DISC ONLY,6",24.99,00-3739-0
1488,Black Racing Duals - No Inserts - 00-3758-0,124.99,00-3758-0
1489,CHROME RACING DUALS - No Inserts - 00-3759-0,209.99,00-3759-0
1490,Glass Pack Insert For Stingers - 00-3780-1,24.99,00-3780-1
1491,Premium Steel Exhaust Gaskets for 1200cc-1600cc Engines.1 1/2 inch. 00-3631-0,7.49,00-3631-0
1492,Off Road Exhaust Chrome Straight Stinger 1 5/8 Inch,249.99,00-3459-0
1493,VW Thing Exhaust 2-Tip - Ceramic Coated - 55-3425-0,329.99,55-3425-0
1494,"PREMIUM 1 5/8"" EXHAUST FLANGE GASKETS (4)",8.99,00-3632-0
1495,BLACK STINGER EXHAUST Without Heat,119.99,00-3732-0
1496,"Baja Quiet Pack Exhaust with Heat, Black. 1966 and up",179.99,00-3369-0
1497,Stock VW Muffler 1300 - 1600 German.     	113-251-053AKEU,115.99,113-251-053AKEU
1498,"BAJA EXHAUST WITH CHROME SINGER, NO HEAT",174.99,00-3743-0
1499,Economy Extractor Exhaust 63-73,114.49,00-3300-0
1500,Quiet Pack Exhaust with Header - Type 1 - Black - 00-3312-0,149.99,00-3312-0
1501,BAJA MUFFLER Quiet Pack (NO BEND),62.49,00-3340-0
1502,Heater Box J Tubes - 00-3357-8,23.49,00-3357-8
1503,"10"" MUFFLER/SPARK, ARRESTOR, EA",84.99,00-3736-0
1504,"PREMIUM 3 BOLT EXHAUST GASKET,EA",3.49,00-3630-0
1505,13-15-1600 SINGLE QUIET EXTRACTOR with Header - 00-3647-0,144.99,00-3647-0
1506,1 1/2 Inch Chrome Off Road U-Bend Exhaust Collector,74.99,00-3454-0
1507,Off Road Exhaust U-Bend Collector - Black,59.99,00-3451-0
1508,Black Stinger w/Swivel Flange - 00-3696-0,44.99,00-3696-0
1509,VW Type 1 Single Chrome Tip GT Extractor Exhaust - 	00-3487-0,104.99,00-3487-0
1510,"PHATBOY MERGED MUFFLER,BLACK - 00-3701-0",124.99,00-3701-0
1511,"High Performance  1.5"" Flanged Heater Box - Right",231.99,95-3029-B
1512,"High Performance 1.5"" Flanged Heater Box - Left",231.99,95-3028-B
1513,"1 5/8"" Black Merged Header for Flanged Heater Boxes - 00-7320-0",189.99,00-7320-0
1514,"1.5"" U-Bend Collector Only - Ceramic Coated - 55-3453-0",99.99,55-3453-0
1515,"FLARED EXHAUST TIPS, PR.",26.99,00-3362-0
1516,Baja Single Quiet Exhaust - No Heat Risers - Fits1966 and up Type 1 - 00-3368-0,179.99,00-3368-0
1517,3 BOLT COLLECTOR FLANGE GASKET,2.94,00-3406-0
1518,4 Tip GT Monza-Style Extractor - Fits Type 1 - 00-3414-0,142.99,00-3414-0
1519,Empi 2-Tip GT Exhaust - Fits Type 1 - 00-3417-0,148.99,00-3417-0
1520,Empi 2-Tip Exhaust Glass pack - Type 1 - 00-3418-0,144.99,00-3418-0
1521,Competition Straight Stinger Exhaust - 1 5/8 inch - Fits Type 1 - 00-3456-0,124.99,00-3456-0
1522,"Off Road Straight Stinger Exhaust - 1 1/2"" - Fits Type 1 - 00-3455-0",119.99,00-3455-0
1523,"HEAT RISER BLOCK-OFFS, PR",7.98,00-3447-0
1524,VW 411 Bus 72-74 Quiet Pack Muffler,84.56,00-3439-0
1525,VW Thing 2-Tip Exhaust - 00-3425-0,189.99,00-3425-0
1526,2 BOLT MUFFLER FLANGE GASKETS 2,1.26,00-3405-0
1527,"EXHAUST PORT GASKETS,1 5/8"" (4)",6.53,00-3395-0
1528,Off Road Exhaust Chrome Straight Stinger 1 1/2 Inch,199.99,00-3458-0
1529,Buggy Dual Exhaust - Chrome Tips - For Type 1 with Dual Carbs - 00-3373-0,169.99,00-3373-0
1530,Buggy Dual Exhaust - No Heater Boxes - For Single Carburetor - 00-3376-0,129.99,00-3376-0
1531,Long Chrome Stinger - For Baja Exhausts - 00-3377-0,64.99,00-3377-0
1532,Long Black Stinger - For Baja Exhausts - 00-3382-0,54.99,00-3382-0
1533,"SMALL 3 BOLT,FLANGE GASKETS (2)",1.33,00-3393-0
1534,"1 1/2""COPPER SLIP ON EXHAUST GASKETS  Pack of 4",12.99,00-3388-0
1535,"1 5/8""COPPER SLIP EXHAUST GASKETS Set of 4 - 00-3389-0",15.99,00-3389-0
1536,"Large 3 BOLT,FLANGE GASKETS (2)",1.33,00-3390-0
1537,EXHAUST PORT GASKETS (4),7.99,00-3391-0
1538,J-Tubes With Flange - Pair - 00-3422-0,59.99,00-3422-0
1539,Stainless Steel Sideflow Exhaust System for VW Type 1 Engines,672.00,00-3672-0
1540,Buggy Dual Exhaust - Ceramic Coated - No Heat - 55-3373-0,289.99,55-3373-0
1541,Competition Straight Stinger Exhaust - Ceramic Coated 1-5/8 inch - 55-3456-0,242.99,55-3456-0
1542,"1 5/8"" Competition Exhaust with U-Bend - Ceramic Coated - 55-3461-0",284.99,55-3461-0
1543,"MERGED EXHAUST SEDAN 1-5/8"",CERAMIC COATED- 55-3699-0",325.00,55-3699-0
1544,"DUAL EXHAUST SYSTEM TYPE 2 & 4,72-74",161.99,00-3483-0
1545,"Competition Exhaust With U-Bend - 1-1/2"" - 00-3460-0",129.99,00-3460-0
1546,"RACING DUAL W/INSERTS,CERAMIC COATED - 55-3708-0",279.99,55-3708-0
1547,BRASS INTAKE EXHAUST NUTS SMALL DIAMETER(8),6.99,43-6051-0
1548,Tailpipe (225MM) 113251163G,7.95,113251163G
1549,VW Type 2 - Type 4 Exhaust Flange Gasket,2.10,00-3283-0
1550,"Gasket, Exhaust Flange 111251261BX  Economy",0.99,111251261BX
1551,VW Type 1 Muffler Installation Kit 111298009F,12.99,111298009F
1552,Heat Riser Gaskets for Dune Buggy or VW Beetle - Pair,3.38,113251263 x  QTY 2
1553,"Gasket, Exhaust Flange 111251261B HD",1.29,111251261B 
1554,"Tailpipe, Taper Tip (Chrome) 113251163TT",13.99,113251163TT
1555,"Tailpipe, Flared, Angled Cut Tip (Chrome) 113251163FT",11.89,113251163FT
1556,"T-3 HEADER ONLY,CERAMIC COATED",299.99,55-3661-7
1557,"J-TUBES W FLANGES,CERAMIC PR",63.00,55-3420-0
1558,VW Heater Hose to Muffler Connector Pipe 98-1004-0,6.99,98-1004-0 (pair)
1559,HIDEAWAY MUFFLER - CERAMIC COATED - 55-3700-0,199.99,55-3700-0
1560,"REPLACEMENT MUFFLER ONLY 3647,CERAMIC COATED - 55-3644-0",172.99,55-3644-0
1561,"Custom Tool Carrier for Buggies, Hot Rods, Custom Cars - 17-2746",49.99,17-2746
1562,Type 1 Chromoly Axle Bearing Housing - Weld In      	17-2707-0,55.55,17-2707-0
1563,Late Shift Rod Adjuster      	17-2724-0,8.99,17-2724-0
1564,"Universal Billet Aluminum 1.5"" Clamp-on Bracket",19.95,17-2729-0
1565,Billet Grab Handle Angled - Clamp On - 17-2739-0,64.99,17-2739-0
1566,"BILLET BRAKE LINE BKT,SWING AXLE,EA",10.71,17-2830-0
1567,"BILLET GRAB HANDLE,EA - 	17-2833-0",19.00,17-2833-0
1568,"Universal Weld On Tab 1/8"" Thick 1/2"" Hole - for Floor or Accessory Mounts",1.99,Tab-13
1569,"Universal Weld On Tab 1/4"" Thick 1/2"" Hole - for Floor or Accessory Mounts",1.29,Tab-14
1570,Link Pin Spindle Gusset Kit for Off Road Dune Buggies & Baja Bugs.    	00-3166-0,15.99,00-3166-0
1571,Chrome VW Axle Beam Clamp - Set of 4 - 00-3162-0,29.99,00-3162-0
1572,Red Roll Bar Padding - 1 Stick - 14101,4.49,14101
1573,Blue Roll Bar Padding - 1 Stick - 14102,4.49,14102
1574,Orange Roll Bar Padding - 1 Stick - 14103,4.49,14103
1575,Yellow Roll Bar Padding - 1 Stick - 14104,4.49,14104
1576,Grey Roll Bar Padding - 1 Stick - 14105,4.49,14105
1577,Purple Roll Bar Padding - 1 Stick - 14106,4.49,14106
1578,THREADED. BUNG 3/4-16 RIGHT HAND THREAD,5.39,17-2636-0
1579,FUEL FILLER BUNG W/ CAP,25.25,17-2529-0
1580,Tab for 1.5 Inch Tubing with 5/16 Hole - Set of 4 - 16-1131-0,8.50,16-1131-0
1581,Chrome Grab Handle 90 Degree - Weld-On   	17-2749-0,19.99,17-2749-0
1582,"BILLET LIGHT BRACKET 1-1/2"" L&R     	17-2742-0",34.99,17-2742-0
1583,"Billet Clamp-on Mirror Mounts - For 1.5"" Tubing",34.25,16-2047-0
1584,Billet Aluminum Single Post Mirror Mount,9.38,17-2730-0
1585,Tapered Chromoly Bung 3/4-16 RH,8.05,17-2642-0
1586,Tapered Chromoly Bung 3/4-16 LH,8.05,17-2641-0
1587,"FLAT MOUNT TAB, 5/16"" HOLE, Set of 4 - 16-1122-0",8.50,16-1122-0
1588,"ALUM GAS TANK MOUNT TAB, PR",11.13,16-1148-0
1589,"POLISHED ALUMINUM BRAKE LINE BRACKET,1-1/2"",EA",9.28,16-9569-0
1590,"Optima Battery Box 7 1/4"" X 9-7/8""        	16-9504-0",49.90,16-9504-0
1591,"ALUMINUM MIRROR MOUNT,1 1/2""RADIUS,PR",23.03,16-8585-0
1592,"CLAMP-ON ALUMINUM MIRROR SIDE VIEW,1 1/2""TUBE",30.73,16-8571-0
1593,"DZUS FASTENER, EA",4.50,16-8230-0
1594,VW EARLY SHIFT ROD ADJUSTER      	16-2070-0,9.41,16-2070-0
1595,Weld-on Flip Top Fuel Filler Cap      	16-6033-0,37.77,16-6033-0
1596,"ALUMINUM MIRROR MOUNT,1 1/2""RADIUS,PR CLAMP ON",32.90,16-8586-0
1597,"Forged Clevis Mount, PR.    17-2682-0",15.33,17-2682-0
1598,Fuel Tank Sending Unit - For 1968-1977 Beetle - 113-919-049D,26.99,113-919-049D
1599,Fitech Go Street EFI - 400 HP System - 30003,858.60,30003
1600,Super Beetle Fuel Tank - For 1971-1974 Super Beetle - 133-201-075F,179.99,133-201-075F
1601,"Pair of Universal Fuel Filters for VW Beetle, Baja, Sand Rail",3.59,131261275A(x2)
1602,Fuel Tank Outlet Pipe Strainer Kit - 95-2006-B,7.90,95-2006-B
1603,"Stock Fuel Hose, 5mm, Per Foot - N203551",2.97,N203551
1604,"Fuel Filter for VW Beetle, Baja, Sand Rail      	 WK312JP",1.97,WK312JP
1605,Early VW Beetle Fuel Tank - Fits 1961-1967 Beetle - 113-201-075AB,149.99,113-201-075AB
1606,Late VW Beetle Fuel Tank - For 1968-1974 - 113-201-075AD,134.99,113-201-075AD
1607,"BRASS FUEL T-FITTING,1/4"",EA      	43-4402-0",3.85,43-4402-0
1608,Fitech Throttle Return Spring Kit - 60011,31.32,60011
1609,Fitech Go EFI 4 600 HP Fuel Injection Kit - 30001,990.00,30001
1610,FiTech Fuel Injection In-Tank Retrofit Kit - 40019,349.00,40019
1611,Fuel Gauge Vibrator - For 1968-1979 Beetle and 1973-1979 Bus - 113-957-099A,13.49,113-957-099A
1612,Fuel Tank Hold Down Bracket - 113-201-635,4.49,113-201-635
1613,Basic Fitech 400HP Fuel Injection Kit for VW Type 1 Engines,"1,239.00",FIT-VW-Basic-400HP-KIT
1614,Fitech 400HP Fuel Injection Kit for VW Type 1 Engines with Inline Fuel Pump,"1,529.00",FIT-VW-400HP-KIT
1615,Fitech Go EFI 4 600 HP Power Adder Fuel Injection Kit - 30004,"1,199.88",30004
1616,Holley Low Pressure Fuel Pressure Regulator for use with Volkswagen Carbs.   12-804,33.86,12-804
1617,FiTech Go EFI Inline Fuel Pump - 40101,95.00,50101
1618,FiTech Go EFI 8 1200 HP Power Adder Plus - 30012,"1,501.20",30012
1619,FiTech Go EFI Fuel Delivery Kit - 50001,245.00,50001
1620,"Carter Rotary Fuel Pump, 3 1/2 PSI.",69.99,AC127205B
1621,"EMPI FUEL PUMP,1.5-4 PSI      	41-2510-8",34.14,41-2510-8
1622,Facet Fuel Pump - Solid State 12v 2-4 PSI - 41-2000-0,54.99,41-2000-0
1623,ALUMINUM GAS TANK CAP     	00-3538-0,17.77,00-3538-0
1624,"REPLACEMENT FILTER ELEMENT for 9104,5,75 2PC",2.45,00-9109-0
1625,Stainless Steel GAS TANK KIT 10X30    	00-3897-0,159.78,00-3897-0
1626,"1/4""FUEL FITTING 9102 for Fuel Pressure Regulator(2)     	00-9103-0",5.73,00-9103-0
1627,Dial Fuel Pressure Regulator      	00-9102-0,22.98,00-9102-0
1628,Stainless Steel Gas Tank Kit 10X33       	00-3898-0,189.99,00-3898-0
1629,"FUEL FILTER KIT 1/4"" - 00-9065-0",10.99,00-9065-0
1630,Chrome Mounting Bracket for 9102 Fuel Pressure Regulator      	00-9090-0,6.77,00-9090-0
1631,"5/16""FUEL FITTING FOR 9102 Fuel Pressure Regulator (2)      	00-9097-0",5.73,00-9097-0
1632,PLASTIC FUEL FILLER COVER    	16-6032-0,11.77,16-6032-0
1633,Plastic Gas Cap for Stainless Tank 17-2760-0,8.99,17-2760-0
1634,Fuel Pump Block Off - Cast     00-9094-0,7.46,00-9094-0
1635,BILLET FUEL PUMP BLOCK-OFF     	31-3011-0,14.15,31-3011-0
1636,"GAS TANK BRACKET 10"" EACH      	00-3537-0",15.35,00-3537-0
1637,"GAS TANK BRACKET 8"" EACH      	00-3536-0",13.81,00-3536-0
1638,BILLET ALUM CAP F/ S/S TANKS      	17-2761-0,22.68,17-2761-0
1639,Weld-on Flip Top Fuel Filler Cap      	16-6033-0,37.77,16-6033-0
1640,GAS CAP FOR 95-2001  (95-2005-0),7.27,95-2005-0
1641,Late Beetle Fuel Filler Neck Hose     	98-2106-B,13.49,98-2106-B
1642,Electric Fuel Pump Mount and Fuel Pump Block Off     	31-3010-0,16.31,31-3010-0
1643,VW Beetle Alternator Fuel Pump Kit - Short Rod - 74 - 79 - Includes Pushrod and Spacer - 2714,26.99,2714
1644,Fuel Pressure Regulator Kit with Bracket and 1/4 Inch Fittings - 2720,26.98,2720
1645,"Gasket, Fuel Pump Mounting 113127313",2.10,113127313
1646,"Push Rod, Fuel Pump (100 mm) 113127307A",3.77,113127307A
1647,"Push Rod, Fuel Pump (108 mm) 113127307",3.97,113127307
1648,BILLET GAS CAP for ALUMINUM TANKS.     	16-3538-0,33.95,16-3538-0
1649,"FUEL SHUT OFF W/1/4"" BARB       	00-9106-0",10.14,00-9106-0
1650,LOCKING GAS CAP T-1/3 72-79,12.95,98-2105-0
1651,Gas Cap 113201551A,8.99,113201551A
1652,"Filter, fuel feed pipe 111209147A",4.99,111209147A
1653,Fuel Pressure Regulator Kit with Bracket and 5/16 Inch Fittings - 2721,26.98,2721
1654,"BRASS FUEL T-FITTING,5/16""EA      	43-5203-0",4.13,43-5203-0
1655,"CHROME FUEL PUMP,TYPE 1 TO 73 - GENERATOR      	98-1270-0",25.90,98-1270-0
1656,Replacement Fuel Pump Flange Block Type 1    	113127303,4.99,113127303
1657,Generator Style Fuel Pump Kit for VW Beetle and Type 1 to 1973 113127025D  - Includes Pushrod and Spacer - 2713,26.99,2713
1658,VW Beetle Generator Fuel Pump - Long Rod - TO 73,19.99,113127025D
1659,Generator Style Fuel Pump Kit for VW Beetle and Type 1 to 1973 113127025BCD  - Includes Pushrod and Spacer,26.99,KT-GEN1FP
1660,VW Beetle Alternator Fuel Pump - Short Rod - Fits 74 - 79 -113-127-025G,19.99,113-127-025G
1661,Generator Style Fuel Pump for VW Beetle and Type 1 to 1973 113127025OEB,19.95,113127025OEB
1662,"MECHANICAL FUEL TANK SENDER, TYPE 1 62-67      	113-919-049C",26.99,113-919-049C
1663,GAS TANK SENDER GASKET      	98-2037-0,1.33,98-2037-0
1664,"FUEL TANK SENDER, SUPER BEETLE-ALL       	98-2022-0",39.34,98-2022-0
1665,"Sender, Fuel Gauge (Mechanical) 113919049C",15.99,113919049C
1666,"Fuel Line, Steel 113127521A",4.99,113127521A
1667,"Tube Kit, Fuel Tank Exit (without filter) 113298221A",7.99,113298221A
1668,Compufire Ignition Tach Adapter      	00-9426-0,49.99,00-9426-0
1669,Fuel Tank Sending Unit - For 1968-1977 Beetle - 113-919-049D,26.99,113-919-049D
1670,VDO Oil Pressure Gauge Sender for VW Engines     	V3-6000-6,63.99,V3-6000-6
1671,VW Oil Pressure Switch       	98-9190-0,4.99,98-9190-0
1672,VDO Oil Pressure Gauge 0-80PSI.,41.99,V3-5004-0
1673,ELECTRIC SPEEDO CONVERSION KIT      	16-9290-0,97.65,16-9290-0
1674,2-HOLE GAUGE PANEL       	14-1007-0,5.18,14-1007-0
1675,"Mechanical Fuel Gauge, Type 1, 62-67     	98-2019-B",35.91,98-2019-B
1676,3-HOLE GAUGE PANEL     	14-1001-0,5.39,14-1001-0
1677,2-GAUGE 1-TACH PANEL      	14-1003-0,5.39,14-1003-0
1678,1-HOLE GAUGE PANEL     	14-1005-0,5.18,14-1005-0
1679,GAS TANK SENDER GASKET      	98-2037-0,1.33,98-2037-0
1680,"Fuel Gauge, Mechanical 113919029",27.95,113919029
1681,"MECHANICAL FUEL TANK SENDER, TYPE 1 62-67      	113-919-049C",26.99,113-919-049C
1682,"FUEL TANK SENDER, SUPER BEETLE-ALL       	98-2022-0",39.34,98-2022-0
1683,VDO Oil Temperature Sender for VW Type 1 Engines - Fits Oil Pressure Releif,33.30,V323064
1684,"Heim Misalignment Spacer 3/4"" OD x 5/8"" ID - 17-2645-0",11.99,17-2645-0
1685,"1.25""-12 Right Hand Thread Heim Joint 1"" ID",33.99,J0014557
1686,"7/8-14 Left Hand Thread Heim Joint 3/4"" ID",18.99,J0014956
1687,"7/8-14 Right Hand Thread Heim Joint 3/4"" ID",18.99,J0014962
1688,"7/8-14 Right Hand Thread Heim Joint 7/8"" ID",18.99,J0014963
1689,"5/8-18 Left Hand Thread Heim Joint 1/2"" ID",14.99,J0014891
1690,"5/8-18 Left Hand Thread Heim Joint 5/8"" ID",13.99,J0014892
1691,"1/2-20 Left Hand Thread Heim Joint 1/2"" ID",11.99,J0014589
1692,"5/8-18 Right Hand Thread Heim Joint 5/8"" ID",13.99,J0014911
1693,3/4-16 Left Hand Thread  Jam Nut,0.75,J0014315
1694,3/4-16 Right Hand Thread Jam Nut,0.75,J0014321
1695,"3/4-16 Left Hand Thread Heim Joint 3/4"" ID",15.99,J0014718
1696,"10-32 Right Hand Thread Heim Joint  3/16"" ID",3.49,J0014709
1697,"10-32 Left Hand Thread Heim Joint 3/16"" ID",3.49,J0014699
1698,"10-32 Female Right Hand Thread Heim Joint 3/16"" ID",4.49,J0014706
1699,"1.25""-12 Left Hand Thread Heim Joint 1"" ID",33.99,J0014551
1700,"3/8-24 Left Hand Thread Heim Joint 3/8"" ID",5.49,J0014799
1701,"1/2-20 Left Hand Thread Heim Joint 1/2"" Bore",7.49,J0014594
1702,"1/2-20 Right Hand Thread Heim Joint 1/2"" Bore",7.49,J0014614
1703,"3/4-16 Right Hand Thread Heim Joint 3/4"" ID",15.99,J0014744
1704,7/8-14 Left Hand Jam Nuts 4 Pack,6.00,J0041152
1705,5/8-18 Right Hand Jam Nuts 4 Pack,5.21,J0041155
1706,1/2-20 Left Hand Jam Nuts 4 Pack,3.99,J0041154
1707,"1.25""-12  Right Hand Jam Nuts 4 Pack",9.00,J0014255
1708,"1.25""-12 Left Hand Jam Nuts 4 Pack",9.00,J0014249
1709,7/8-14 Right Hand Jam Nuts 4 Pack,6.00,J0041151
1710,1/2-20 Right Hand Jam Nuts 4 Pack,3.99,J0041153
1711,5/8-18 Left Hand Jam Nuts 4 Pack,5.21,J0041156
1712,"3/8-24 Right Hand Thread Heim Joint 3/8"" ID (Fits slave savers)",5.49,J0014825
1713,Two Pack of 3/4-16  Left Hand Threaded Bungs for 1.50 OD X .120 W Tubing,22.99,J0029438
1714,"Two Pack of 1.25""-12 Right Hand Threaded Bungs for 1.750 OD X .120 W Tubing",25.99,J0015206
1715,Two Pack of 3/4-16  Left Hand Threaded Bungs for 1.750 OD X .120 W Tubing,25.99,J0029439
1716,"Two Pack of 1.25"" -12 Left Hand Threaded Bungs for 1.750 OD X .120 W Tubing",25.99,J0015204
1717,Two Pack of 3/4-16  Right Hand Threaded Bungs for 1.50 OD X .120 W Tubing,22.99,J0029447
1718,Two Pack of 7/8-14  Right Hand Threaded Bungs for 1.750 OD X .375 W Tubing,22.99,J0029452
1719,"Four Pack of 1.25""-12 Left Hand Threaded Bungs for 2.00 OD X .250 W Tubing",89.99,J0029543
1720,"Four Pack of 1.25""-12 Right Hand Threaded Bungs for 2.00 OD X .250 W Tubing",89.99,J0029542
1721,Two Pack of 7/8-14 Right Hand Threaded Bungs for 1.750 OD X .250 W Tubing,28.99,J0029454
1722,Two Pack of 7/8-14 Left Hand Threaded Bungs for 1.750 OD X .250 W Tubing,28.99,J0029450
1723,Two Pack of 3/4-16 Left Hand Threaded Bungs for 1.750 OD X .250 W Tubing,11.99,J0015297
1724,"5/8"" Bore Heim Joint Washers - Pack of Four.",19.50,J0015463
1725,"1/2"" Bore Heim Joint Washers - Pack of Ten.",44.99,J0015446
1726,"3/4"" Bore Heim Joint Washers - Pack of Four.",19.50,J0015456
1727,VW Type 1 Chrome Alternator Stand  00-8991-0,27.14,00-8991-0
1728,EMPI Electronic Ignition Distributor - Competition.    	00-9442-B,89.99,00-9442-B
1729,GENUINE BOSCH AL82N ALTERNATOR 00-9444-1,387.90,00-9444-1
1730,Basic Alternator Conversion Kit - 60 Amp - 8260,104.00,8260
1731,Deluxe Alternator Conversion Kit - 60 Amp - 8261,122.00,8261
1732,EMPI CHROME 75A ALTERNATOR - 00-9453-7,134.99,00-9453-7
1733,"EMPI 90 AMP ALT, POLISHED  00-9463-7",258.51,00-9463-7
1734,Stainless Alternator or Generator T-Bolt Clamp  	16-5161-0,8.64,16-5161-0
1735,Nut and Washer for Billet Alternator Pulley  16-9708-0,7.99,16-9708-0
1736,HP ALUMINUM 12V ALTERNATOR GENERATOR PULLEY 33-1041-0,33.99,33-1041-0
1737,Choose Your Own Screamer Ignition Kit,69.97,DRE-IgnitionKit
1738,Pertronix Flame-Thrower Coil (Black) PET-40511,45.97,PET-40511
1739,Pertronix Flame-Thrower Coil (Chrome) PET-40501,45.97,PET-40501
1740,EMPI REPLACEMENT POINTS FOR 009.    	00-9433-0,13.90,00-9433-0
1741,Universal Electronic Ignition Kit for VW 009 Distributors.    	00-9432-0,34.99,00-9432-0
1742,STAINLESS STEEL GENERATOR COVER.    	00-9036-0,10.12,00-9036-0
1743,GENERATOR/ALTERNATOR STRAP 12 VOLT   	113-903-141B,5.87,113-903-141B
1744,STAINLESS STEEL COIL COVER W/BRACKET.    	00-9064-0,7.75,00-9064-0
1745,CHROME Alternator / GENERATOR  NUT & SPACER 00-9119-0,8.88,00-9119-0
1746,Power Pulley Belt - 00-9120-0,6.35,00-9120-0
1747,12 VOLT ALTERNATOR / GENERATOR PULLEY CHROME  00-9191-0,12.22,00-9191-0
1748,STOCK IGNITION WIRES SEDAN.      	00-9314-0,15.99,00-9314-0
1749,Distributor Waterproof Kit 2PC. BLACK.    	00-9315-0,7.77,00-9315-0
1750,"Silicon Spark Plug Wires, Yellow.    	00-9400-0",18.76,00-9400-0
1751,"Silicon Spark Plug Wires, Blue.     	00-9407-0",18.76,00-9407-0
1752,12 VOLT BOSCH BLUE COIL     	00012,59.05,00012
1753,"Silicon Spark Plug Wires, Red.     	00-9411-0",18.76,00-9411-0
1754,Bosch 6 Volt Coil 9408-B,69.97,00-9408-B
1755,"Stock Size Generator Belt, 9.5 x 905mm - 00-9928-B",3.90,00-9928-B
1756,Bosch Ignition Rotor - 04033 / 04110,14.99,04110
1757,Continental Alternator Belt 11.3 x 912mm - 111-903-137E,12.99,111903137E
1758,Continental Generator Belt 9.5 x 905mm - 111903137D,9.99,111-903-137D
1759,SCAT Dry Sump Pulley Belt 9.5 x 850mm - 80176,13.99,80176
1760,Pertronix Ignitor II Flame-Thrower Coil (Black) PET-40011,45.97,40011
1761,Kuhltek 010 Cast Iron Distributor - Vintage Style for Bug & Bus.    	0231178010,89.97,0231178010
1762,EMPI SVDA Distributor Rotor - fits 00-9437-B Distributor    	16-9439-0,6.50,16-9439-0
1763,MSD Digital 6A Ignition Control - 6201,237.95,6201
1764,MSD VW Billet Distributor - 8485,319.95,8485
1765,Condenser For Stock Distributor - 16-9434,7.99,16-9434-0
1766,Pertronix Flame-Thrower Billet Distributor Rotor - D660701,10.99,D660701
1767,Pertronix Distributor Cap For Flame-Thrower Billet Distributor - D654710,16.49,D654710
1768,VW Distributor O-Ring 111905261,1.99,111905261
1769,12 VOLT BERU BLUE COIL - 043-905-115C,29.99,043-905-115C
1770,Beru Distributor Cap for 009 Style - 03010M,9.00,03010M
1771,Pertronix Ignitor III Flame-Thrower Coil (Chrome) PET-44001,59.99,44001
1772,"Taylor 409 Race Wire Set - Black - For Beetle, Dune Buggy, Type 1 Aircooled VW.     	AC998043B",46.99,AC998043B
1773,"Taylor 409 Race Wire Set - Red - For Beetle, Dune Buggy, Type 1 Aircooled VW.    	AC998044B",46.99,AC998044B
1774,"Taylor 409 Race Wire Set - Blue - For Beetle, Dune Buggy, Type 1 Aircooled VW.    	AC998045B",46.99,AC998045B
1775,Taylor 8mm Spiro-Pro Silicone Spark Plug Wire Set - Black.  	AC998033B,32.99,AC998033B
1776,Taylor 8mm Spiro-Pro Silicone Spark Plug Wire Set - Yellow.  AC998036B,32.99,AC998036B
1777,Taylor 8mm Spiro-Pro Silicone Spark Plug Wire Set - Blue.   	AC998035B,32.99,AC998035B
1778,Taylor 8mm Spiro-Pro Silicone Spark Plug Wire Set - Orange.   	AC998028B,32.99,AC998028B
1779,Taylor 8mm Spiro-Pro Silicone Spark Plug Wire Set - Red.  	AC998034B,32.99,AC998034B
1780,Taylor 8mm Spiro-Pro Silicone Spark Plug Wire Set - Pink.  	AC998030B,32.99,AC998030B
1781,Taylor 8mm Spiro-Pro Silicone Spark Plug Wire Set - Lime.    	AC998020B,32.99,AC998020B
1782,Bosch Distributor Cap for 009 Style - 03010,21.99,03010
1783,Kuhltek 009 Style Distributor with Points - 0231178009,34.99,0231178009
1784,Billet Aluminum Distributor Clamp.    	00-8912-0,20.93,00-8912-0
1785,"VW Type 1 Distributor Clamp, CHROME.    	00-8910-0",6.68,00-8910-0
1786,Deluxe Alternator Conversion Kit - 75 Amp - 8275,144.99,8275
1787,Billet Aluminum Coil Mount.    	16-7015-0,15.90,16-7015-0
1788,ALT/GEN TIN 3PC.CHROME.    	00-9056-0,16.99,00-9056-0
1789,BLK ALT/GEN BACK PLATE.    	00-8979-0,10.19,00-8979-0
1790,Polished Aluminum Distributor Clamp.     	17-2925-0,22.33,17-2925-0
1791,EMPI 009 Distributor with Electronic Ignition - 009E,74.99,00-9441-B
1792,EMPI 009 Distributor  with Points - 00-9431-B,44.99,00-9431-B
1793,Polished Aluminum Coil Mount & Fuel Pump Block off.    	17-2926-0,39.36,17-2926-0
1794,"DISTRIBUTOR CAP FOR .009, CLEAR.     	00-8790-0",7.95,00-8790-0
1795,"DISTRIBUTOR CAP FOR .009, RED.    	00-8791-0",7.95,00-8791-0
