,name,price,sku
514,Chrome Lower Pulley Bolts,$5.90,
515,Chrome Stock Pulley,$39.90,00-8969
516,"CV Joints - Type 1, Type 2, 930 & 934",From $29.90 to $99.90,
517,Deluxe Brake Kits,From $169.90 to $199.90,
518,Deluxe Clutch Kit  Stock Early or Late VW,$119.90,
519,Deluxe Nose Cone Strap Kit,$29.90,00-9542
520,Dog House Oil Cooler Adapter,$29.90,00-8894
521,Door Seals,From $14.50 to $24.95,
522,Dual 40 & 44 HPMX & IDF Kits,From $499.90 to $849.90,
523,Early Shift Coupler,$14.90,111711175B
524,Early Style Urethane Shift Coupler,$12.90,16-5102
525,Empi Side Winder Exhaust (Side Flow),From $259.90 to $564.90,
526,Fan Hardware Kit,$11.90,00-8898
527,Fuel Pump Block Off Plate,$5.90,00-9094
528,HD Rear Transmission Mount,$34.90,00-9543
529,Heavy Duty Sold Mount Kit,$29.90,00-9530
530,Hi-Performance Pulleys,From $49.90 to $69.90,
531,Ignition Electrical Switches,From $27.50 to $32.90,
532,Ignition Switch,$16.90,98-2050
533,Off-Road Light,$24.50,
534,Oil Cooler Block Off,$22.50,00-9146
535,Oil Cooler Bypass,$12.50,00-9203
536,Oil Screen,$8.90,
537,Rear Axle Seal Kit,$3.90,311598051
538,Rhino Transmission Case - Aluminum  (White Rhino),$359.90,98-3001
539,Sand Seal Pulley kit,From $44.50 to $49.50,
540,Serpentine Belt Pulley System,From $179.90 to $189.90,
541,Shroud Screw Kit (12),$3.50,AC101050
542,Side Cover Bowden Tube Bracket - Type 1,$7.50,16-9904-7S
543,"Side Cover, IRS",$49.95,SC-IRS
544,Spider Gear for Differential,$39.90,Spider-P
545,Starter Bushing,$4.90,
546,Steel Billet Degree Pulleys,$99.90,33-1090
547,Stock 30 & 34 Pct Carb. Air Filter,$17.50,00-9044
548,Stock Size Degree Pulley,$32.50,
549,Stock Style Broached Pulley Nut,$12.50,16-6802
550,Stock VW Fuel Pump,$19.90,
551,"Super Diff, IRS",$139.90,SD-IRS
552,Swing Axle and IRS Rear Wheel Bearings,From $12.50 to $29.50,
553,Swing Axle Boots - Deluxe,$17.50,
554,Swing Axle Side Cover,$62.50,SC-Swing
555,Swing Axle Spacer Kit,$22.50,16-2401
556,Swing Axle Super Diff,$139.90,SD-Swing
557,Thin Line Oil Sump w/filter.,From $14.50 to $119.90,
558,Trans. Strap Kit,$42.50,00-9507
559,Transaxle Gasket Set,$9.90,111398005A
560,Transaxle Lock Nut Kit for Type 1,$7.90,00-9522
561,Transmission Mounts - Type 1,From $4.90 to $14.90,
562,Transmission Strap Kit,From $24.90 to $49.90,
563,Type 1 & 2 CV Joint,From $27.50 to $29.90,
564,Type 1 Nose Cone,$34.50,T-1 Nose Cone
565,Type 3 Billet Oil Block Off,$12.90,16-9516
566,Universal Ignition Switch,$9.95,00-9306
567,Urethane Mount Kit,$27.50,00-9540
568,Urethane Shift Coupler,$14.50,16-5103
569,VDO 15 or 100 psi Pressure Gauge,From $34.90 to $37.50,
570,Alternator Kits,From $119.90 to $169.90,
571,AN Female Pipe Couplers,,
572,Angled Billet Oil Filler W/Cap,$37.50,00-7914
573,Billet Adjustable Grab Handle - Angled,$59.90,17-2739
574,Billet Adjustable Straight Grab Handle,$69.90,17-2740
575,Billet Aluminum Replacement Oil Fill Cap,From $17.50 to $19.50,
576,Billet Dip Stick,From $11.50 to $14.90,
577,Billet Gas Cap for all Spun. Alum. Tanks.,$22.50,16-3538
578,Billet Oil Fill Cap Only,$17.50,00-7905
579,Billet Oil Fill W/Billet Cap,From $27.50 to $34.90,
580,Billet Oil Fill W/Smooth Knurled Cap,$26.50,00-7904
581,Billet Oil Filler Cap,$19.90,16-9512
582,Book - Baja Bugs & Buggies,$29.90,11-0205
583,"BRM 15"" & 17""  5 on 205 Matt Black, Gloss Black & Chrome",From $99.90 to $249.90,
584,Chrome Adjustable Grab Handle.,$29.90,16-7000
585,Chrome Oil Filler & Cap,From $4.95 to $11.90,
586,Chrome or Black Off-Road Dual Port Trim Tin,$29.95,
587,Deluxe Dual Carb Kit 40 or 44 HPMX,$649.90,
588,Fan Shroud Side Spacers,$11.90,16-9511
589,Headlight Assembly,$37.50,98-1063
590,Headlight Switches,From $19.90 to $29.90,
591,Master Cylinder with Reservoir,$29.90,00-6112
592,Oil Filter Adapters,$14.90,
593,Polished Power Pulley,$27.50,00-9115
594,Remote Filter Mount,From $14.50 to $18.50,
595,Replacement Felt Channel Seals for Type 1,From $9.90 to $34.50,
596,"Side Winder 1 1/2"" & 1 5/8"" Exhaust System - AA",From $249.90 to $389.90,
597,Small Pulley Tin,From $12.50 to $14.90,
598,Solex Short Air Filter Assembly,From $11.50 to $16.50,
599,Stock Chrome Oil Filler Cap,$4.50,00-8968
600,Stock Clutch Kit - Early & Late,From $64.90 to $119.90,
601,VDO Fuel Gauge Cockpit Black,From $34.90 to $39.90,
602,Vented Oil Filler Tube,$12.50,00-8904
603,Vertical Oil Filler W/Smooth Knurled Cap,$29.90,00-7912
604,Adjustable Timing Pointer,$29.90,17-2918
605,Alternator / Generator Backing Plates,From $6.50 to $17.50,
606,AN Fittings Male Pipe To Male AN,From $4.75 to $15.90,
607,Baja Light Bar,$39.90,00-9312
608,Billet Aluminum Pulley Cover,$29.90,33-1040
609,Billet Full Flow Hose Brackets (claw),$39.90,
610,"Billet Knobs, Handles, Pulls.",From $3.90 to $39.90,
611,Chrome Deluxe Engine Kit,$89.90,
612,Chrome Dress Up Kit,$19.90,00-8740
613,Deluxe Chrome Dress-Up Kit,$34.50,00-8741
614,Dog House Engine Tin - 2 pcs. Chrome or Black,From $28.50 to $29.90,
615,Door Handle Pulls,$12.90,11-4519
616,Door Lock Knob Pulls,$3.50,98-2091
617,Door Lock Pulls,$4.50,11-4510
618,Door Window Cranks,$12.90,
619,Door Window Handle Buffer,$3.50,
620,Early T-2 & Dune Buggy Master Cylinder,$24.90,211-011J-B
621,Engine Bottom End Stroker Kit,From $749.90 to $799.90,
622,Fan Shroud Plugs,$4.90,
623,Front Window Crank Pins (4) Early VW's,$4.50,98-0117
624,Fuel Pump Spacer & Guide,$4.50,113127303
625,Gas Tank Straps,From $16.50 to $16.90,
626,"H4 Headlight Conversion 7""",$17.50,00-9311
627,Heater Box Tin Mount Kit,$14.50,00-3359
628,Heater Channel Kit 3 Pcs,$29.90,
629,Heavy Duty Clutch Kit,$129.90,
630,Ram Air Offset Fan Shroud - Chrome,$59.90,00-8857
631,Rear Engine Tin,From $19.90 to $22.50,
632,Solex Tall Air Filter Assembly,From $9.90 to $17.50,
633,Sprint Star Replica Wheels,From $99.90 to $199.90,
634,Stainless Steel Side Winder Deluxe,$564.90,00-3762
635,"Stock Cylinder Covers, D/P S/P Blk. or Chr.",From $24.50 to $29.50,
636,Stock Style Chrome Inside Door Handle,$5.50,98-1039
637,Sun Visors,From $42.50 to $84.90,
638,Super Deluxe Chrome Dress Up Kit,$69.90,00-8742
639,Turn Signal Switch,From $39.90 to $79.95,
640,Type 1 CV Boot,$5.50,86-1084
641,Ultra Dual HPMX Carb Kit,$649.90,
642,Vent Wing Seals for Type 1,From $3.50 to $19.90,
643,"Window Crank, Black 68-79",$4.50,98-1041
644,Window Cranks,$7.50,98-1070
645,34 PICT Solex Carb Spacer,$9.25,16-9705
646,40 Horse 2 Tip Exhaust,$124.95,00-3766
647,5 Spoke Empi GT Wheels,From $97.50 to $199.95,
648,Alternator Stand - Chrome,From $17.90 to $29.90,
649,Aluminum Door Panels,$109.90,
650,Aluminum Rear Quarter Panels,$74.50,
651,AN Male - Male Couplers,From $6.50 to $13.50,
652,Basic Engine Kit 1776 - 2054cc,From $849.90 to $889.90,
653,Billet Pulley Bolt,$12.90,16-6801
654,Book - Weber Carbs.,$29.90,11-1050
655,Bowden Tube Bracket - Late Bus Trans.,$11.90,AC301215
656,Bowden Tube Bracket - Type 1,$7.50,16-9904-7S
657,Bowden Tube Bracket for 002 or 091 Transaxle,$14.50,AC301215
658,Breather Box,$34.50,00-8544
659,Chrome Air Intake Screen,$9.90,00-9195
660,Door Panel Clips & Boots,From $6.50 to $9.90,
661,Door Switch Seals,$2.90,
662,Door Trim Covers,From $12.90 to $22.50,
663,"Drop King Pin & Ball Joint Spindles 2 1/2""",From $94.90 to $99.90,
664,Empi Dish Wheels 4 Lug & 5 Lug VW,$129.90,
665,"Engine Trim Kit - Red, Blue, Yellow, Smoke",$34.90,
666,Finned Backing Plate Cover - Transparent Plastic,From $12.90 to $14.50,
667,H4 Replacement Bulbs,From $7.50 to $19.90,
668,Master Cylinders,From $29.90 to $99.90,
669,Mesa Style Cooler Kits,From $79.90 to $129.90,
670,Mesa Style Coolers Only,From $49.90 to $89.90,
671,Mesa Style Oil Cooler w/fan,From $119.90 to $134.90,
672,New Candy Tin Packages,Call to Order,CCCTP
673,Off Road Crank Case Breather,$39.90,00-8540
674,Oil Coolers,From $39.90 to $79.90,
675,Plastic Heater Hoses (Pair),$12.50,98-2088
676,"Raider Wheels 15"" and 17""",From $124.50 to $269.90,
677,Sprint Star 4 Lug Wheels,$99.90,
678,Torque Distribution Washer,$1.75,
679,Type 2 CV Joint Boot,$5.50,86-1086
680,Type 3 & 4 EPC or 34 ICT Air Cleaner,$24.50,00-9128
681,VDO Oil Pressure Mechanical or Electric,From $39.90 to $47.50,
682,12v Stock Generator or Alternator Pulley,$8.50,00-9166
683,2 Tip Exhaust System,From $119.95 to $259.95,
684,48 & 51 IDA Carb kits,"From $395.50 to $1,360.00",
685,8 Spoke Empi GT Wheels,From $99.95 to $189.95,
686,930 Billet Aluminum Boot Retainer and C.V. Flange,$54.50,86-9312
687,AN T Fitting Male/Male/Male,From $10.90 to $17.50,
688,Billet 4 Panel Wink Style Mirror,$149.90,16-8581
689,Billet 5 Panel Wink Style Mirror,$169.90,16-8582
690,Billet Panel Mirror Mount,$29.90,16-8585
691,Billet Rear View Mirror (Radius Mount),$37.50,16-8572
692,Billet Rear View Mirror Flat Mount,$28.50,16-8587
693,Billet Rear View Mirror Mounts,$28.50,16-8586
694,Billet Side View Mirror,$37.50,16-8571
695,Billet Side View Radius Mount Mirror,$34.50,16-8573
696,Billet Wink Style Mirror,$129.90,16-8580
697,Book - Weber Tuning Manual,$37.50,11-1077
698,BRM 4 Lug,$134.50,
699,Cal Window Rubbers All Years,From $19.90 to $49.90,
700,Crow Harness Pads,$39.90,
701,Deluxe Engine Kit 69 or 74mm,"$1,720.00",
702,Dual 48  Street Sleeper Kit,$895.90,47-0630
703,Early Headlight Rim,$17.90,98-2060
704,Firewall Tin,$24.90,
705,Fuel Tank Shut Off Valve,$9.90,00-9106
706,Fuse Pack,$4.90,00-9926
707,Headlight Ring,$12.90,00-9479-B
708,Lap Belt,$22.50,00-3844
709,New 5-Rib Wheel,From $129.90 to $199.90,
710,"Rear View Rectangular Mirror, Clamps to 1.5"" tubing.",$39.90,16-2047
711,Riviera Style Wheel,$119.90,
712,Stock Intake Manifold,$79.90,17-2805
713,Stock Pressure Plate,From $42.50 to $74.50,
714,Torque Star 5 Lug Wheels,$119.90,
715,Type 2 Deluxe CV Boot Kit,From $11.50 to $29.90,
716,VDO Oil Temp Gauge,$37.50,V3-1001-2
717,Wheel Cylinders - Front and Rear,From $9.90 to $29.95,
718,Wide 5 Drop Spindle Ft. Disc Brake Kits,From $34.50 to $399.90,
719,2 Tip GT Exhaust System,$99.50,00-3417
720,914 Alloy Wheels (2 Liters),From $99.95 to $209.95,
721,930 CV Boot Kit,From $11.50 to $34.95,
722,AN Reducers Male Pipe to Female Pipe,From $4.50 to $7.00,
723,Book - How to Hot Rod VW Engines,$29.90,11-1032
724,Bosch Voltage Regulator,$44.90,30019
725,Brake Shoes & Pads,From $24.50 to $69.90,
726,Chrome Generator & Alternator Pulley,$11.90,00-9191
727,Chrome Generator /  Alternator Nut & Spacer,$7.50,00-9119
728,Deluxe Stroker Engine Kit 76-82mm,"$1,975.00",Deluxe-Stroker
729,Early Bus Nose Cone,$74.90,211301205
730,"Fender Beading - Each, Pair or Set (4)",From $5.50 to $14.90,
731,Final Drive Flange Plugs,$8.50,
732,Headlight Lens 911 Style,$17.50,98-9505
733,Input Shaft Seal,$4.75,113311113A
734,Link Pin & Ball Joint 5 Lug Disc Brake Kits,From $29.90 to $449.90,
735,Mini Stock Air Filter,$12.90,00-9012
736,Performance Pressure Plates,From $79.90 to $114.90,
737,Performance Type 2 CV Joint,$54.90,98-5084-B
738,Progressive Carb. Kits,From $269.90 to $329.90,
739,Solex / Kadron Float,$17.50,43-4403
740,"Stock Solex 28, 30, & 34 Pct Rebuild Kit",$19.90,RS-7100
741,VDO Tach  7000 RPM,$99.90,
742,(a) New Brake Calipers,From $49.90 to $99.95,
743,38mm EGAS Single Carb Kit,$299.90,47-0628
744,"4 Lug VW or Porsche or Chevy  2 1/2"" Drop Spindle Disc Brake Kits",From $299.90 to $369.90,
745,930 Over Top Boot Only,$17.50,86-9306
746,AN Pipe Plug - Socket Head Allen,From $4.00 to $5.50,
747,Choke Element,$22.50,113129191G
748,Chrome Louvered Air Cleaner,From $11.50 to $17.50,
749,Engine Parts Special - Click here,From $89.90 to $149.90,
750,Fender Beading 25 ft. Roll - Black or White,From $12.90 to $14.90,
751,Headlight Retaining Unit 67-79,$29.90,98-1064
752,Interior Light,$12.90,111947111E
753,New 2 Tip Exhaust,$99.90,00-3680
754,Pulley with Air Fins for 12v Alt/Gen,$29.90,98-9012
755,Race Trim Bead Lock Wheels,From $269.90 to $289.90,
756,Spindle Mount Wheel,$149.50,ASMKL
757,VDO Water Temperature 100-250,$39.90,V3-1003-9
758,Weld-on Gas Tank Brackets,$14.50,16-1148
759,12v Carb Choke,$24.95,113129191G
760,5 Spoke Empi GT Wheel Caps,$12.50,00-9709
761,8 Spoke Wheel Cap for New Empi Wheels Only,$12.90,00-9708
762,914 2 Liter Alloy and Sprint Star Wheel Cap,$12.90,00-9707
763,934 CV Boot Only,From $11.50 to $24.50,
764,Aluminum Wheels,From $189.90 to $209.90,
765,AN Hose Ends,From $8.90 to $26.50,
766,Ball Joint Front Disc Brake Kits,From $259.90 to $309.90,
767,Brand New 1600cc Longblocks,"$2,750.00",1600-New
768,BRM Replica Wheel Cap,$14.90,00-9705
769,Chromoly IRS Axles,From $184.95 to $194.95,
770,Fuel Filler Cover,$12.90,16-6032
771,Headlight Wire Pigtail,$4.90,16-2102
772,Heater Box Hoses to Body,$24.95,
773,Pulley and Fan Shims (Sold Each),$0.50,111903131A
774,Single 40 & 44 HPMX & IDF Carb Kit,From $349.95 to $579.95,
775,Square Tip GT Exhaust,$124.90,00-3675
776,Super Indicator Light,$9.90,
777,Type 3 Chrome Air Filters - Pair,$24.50,00-9127
778,VDO Mini Tach,$94.90,V3-3395-9
779,Warning Lights - Indicator Lights,$7.50,
780,4 Lug & 5 Lug Porsche / Chevy Bolt on Disc Brake kit,From $219.95 to $279.95,
781,AN Pre Made # 3 Lines with straight ends.,From $15.90 to $35.50,
782,Big Motor Longblock Spec Motor,"$3,750.00",BM-LB
783,Billet Hinged Whip Mount for Weld on Tab,$19.90,755126
784,Billet Lay Down Whip Mount,$29.90,
785,"Bus Tail Light Lenses, Side Markers & Assemblies",From $6.90 to $24.50,
786,Carb. Spacer for 30 PCT,$16.90,00-3245
787,Carburetor Rebuild Kits - All,From $17.50 to $79.90,
788,Chrome Alternator Strap,$5.90,00-8903
789,Chrome Studs and Lug Nuts,$9.90,00-9534
790,Early VW Gas Tank 60-67,$129.90,113201075AB
791,Hi-Performance Axles - Swing Each,$229.90,
792,Kadron Jet Kit,$319.90,43-5001
793,Lug Nuts & Studs,$8.90,00-9533
794,Needle & Seat for Brosol Carb,$14.90,
795,Pod Style Air Filter,$12.50,
796,Quick Shift Kit,$7.90,00-4500
797,Shift Box Bushing,$4.75,16-5101
798,Shift Rod Adjuster,$8.50,
799,Stainless 2 Tip Exhaust System,$229.90,00-3761
800,Stock Aluminum Wheels,From $159.90 to $169.90,
801,Tail Pipe Grille,$19.50,95-3050
802,"T-Handle Shifter, Empi",$49.90,
803,Trigger Shifter - Hurst Style,From $54.50 to $79.90,
804,VDO Universal Tank Sender Mount Kit,$29.90,V2-2645-1
805,Wheel Washers for Alloy Wheels,$3.90,00-9508
806,30 to 34 Carb Adapter,$17.50,113129034KIT
807,Air Cleaner for Kadrons,$17.50,43-4460
808,Aluminum Bubble Top HD Engine Case,$849.90,
809,AN Stainless Steel Hose,From $10.50 to $15.50,
810,"Braided Ground Strap 9"" or 12""",From $11.90 to $12.90,
811,Chrome Valve Stems (4),$12.90,00-9710
812,Chromoly CV Cage,From $19.90 to $34.90,
813,Dual Port Gasket Installation Kit,$8.90,00-3412
814,HD Clutch Disc,From $22.50 to $27.50,
815,Late Fuel Tank 68-74 Std.,$129.90,113201075AD
816,New Stock  Engine Cases  Mag or Alum.,From $25.00 to $749.90,
817,Porsche and Chevy Pattern Rear Drum,From $59.90 to $69.90,
818,Single Tip GT Exhaust,$94.90,00-3487
819,Stainless Alternator Strap,$8.75,16-5161
820,Super Beetle Disc Brake Kits,From $209.90 to $219.90,
821,Tail Light Lenses,$9.50,
822,Tail Light Lenses 68-70,From $17.90 to $19.90,
823,Tear Drop,$47.50,00-9490
824,Universal Vent Wing Locks,$6.50,00-9701
825,VDO Fuel Level Sender,$49.90,V2-2600-1
826,VDO Temp Senders 250 & 300 F,From $17.95 to $39.95,
827,Weber 40 DCOE Stock and Modified for Turbo,From $425.00 to $499.95,
828,4 Tip GT Exhaust,$124.95,00-3414
829,Alternator or Generator Woodruff Keys,$2.75,98-0111
830,Clutch Disc,From $22.50 to $44.50,
831,CV Races Only,From $19.90 to $32.50,
832,Intake Manifold Gaskets,From $2.75 to $3.50,
833,Kadron Brosol / Solex Air Filter Kit,From $18.50 to $49.90,
834,Rebuilt Bus Trans. 002 & 091,"From $1,050.00 to $1,650.00",
835,"Stock, Freeway Flyer & HD Transmissions - Swing & IRS","From $890.00 to $1,950.00",
836,Tail Light Assemblies,From $39.90 to $59.50,
837,Universal Fuel Filter,$1.00,UFF
838,VDO Electronic Speedometer,$149.90,V437052
839,VDO Oil Pressure Sender 80 or 150 psi,$47.50,
840,Wheel Bearings and Seals - Front,From $3.50 to $17.50,
841,12v Generator,$184.50,GR15N
842,"Air Filter Assembly for Weber DGV, DGAV & DGEV",$22.50,
843,Brake Light Switch 2 & 3 Prong,$9.50,
844,CV Balls,$14.50,
845,Floor Panels,From $37.50 to $42.50,
846,Kush Lock Clutch Disc,$34.90,16-9900-7-S
847,Pair of Urethane Intake Boots & Clamps,$13.90,00-3229
848,Replacement Swing Axle Bearing Housings,$67.50,16-9923
849,Spring Plate Caps - Chrome,From $12.50 to $19.50,
850,Stainless Steel Generator Cover,$9.50,00-9036
851,Stock Replacement Exhaust,From $84.90 to $159.90,
852,Super Beetle Gas Tank,$259.90,133201075G
853,Tail Light Side Reflectors,$9.50,
854,Transaxle Drain Tool,$4.50,00-5773
855,Transmission Craddle or IRS Pivot Bolt,From $1.75 to $7.50,
856,4 and 6 Puck Clutch Disks,From $74.95 to $94.95,
857,Blue Dots,$9.90,00-9491
858,Chrome Zoom Tube,$69.90,00-3360
859,Dual Port Split Intake Boots,$8.90,00-9960
860,Headlight Eye Brow,From $9.90 to $14.50,
861,Stock Carb Air Cleaner,$19.90,17-2823
862,Tail Light Lens,$19.90,
863,"Type 1, 2, 3, Thing & Vanagon Axle Assembly Kits",From $74.90 to $99.90,
864,6 Puck Clutch Disc,$74.95,16-9901
865,"9"" Switch Box",$39.90,
866,Aluminum Buggy Console,$79.90,16-2052
867,Brake Hoses,$11.50,
868,Dual Port End Casting Kit,From $49.95 to $79.90,
869,Econo Exhaust,$89.90,00-3300
870,Fan Only for Alternator or Generator,From $24.90 to $67.50,
871,Fuel Tank Caps - Gas Caps,From $8.90 to $17.50,
872,Rectangular Air Filters,$19.90,00-8805
873,"Switch Box 4""",From $19.90 to $24.50,
874,"T Adapter for 1/8"" Street T Male, Female, Female",$8.90,V2-4085-0
875,Tail Light Lens 1973-1979,$29.90,
876,Tall Aluminum Center Console,$94.90,16-3053
877,12v Horn & 6 Volt Horn,$14.90,
878,12v Wiper Motor,$69.90,
879,Axle Cotter Key,$0.75,98-0118-B
880,Billet Aluminum Brake Line Bracket,$12.50,
881,Billet GPS Mount,$42.50,16-7011
882,Billet Shift Knobs,$21.50,79-5051
883,Billet Tab Whip Mount,$24.50,AC755126
884,Billet Universal Brackets,From $11.50 to $14.50,
885,Billet Whip Mount,$19.50,16-7500
886,Brake Proportioning Valve,$39.90,16-3157
887,Fuel Tank Screen,$9.90,111209147A
888,Generator Brush Cover,$4.90,00-8902
889,Merge Exhaust System,From $129.90 to $379.90,
890,Off-Green Sticker Plate,$18.90,16-7020
891,Type 2 & 930 Axle Kits,From $549.90 to $599.90,
892,Vintage Hub Cap Pullers / Jack Hole Cover,$19.90,10-1065
893,Voltage Drop 12v to 6volt,$11.50,00-9384
894,"Weber DFV, DFAV, DFEV Air Filter",From $19.90 to $22.50,
895,Empi Billet Hub Cap Puller / Jack Hole Cover,From $27.50 to $44.90,
896,Fan Belts,From $8.90 to $9.90,
897,Forged Conversion Stub Axles,$72.50,
898,Merge Phat Boy Muffler,From $99.90 to $229.90,
899,Push Button Starter Switch,$8.90,00-9367
900,Replacement Rectangular Filter,$11.50,
901,Sealed Toggle Switches,From $9.50 to $12.90,
902,Stainless Steel Brake Lines - Custom,From $19.00 to $24.50,
903,Chrome Distributor Clamp,From $2.00 to $4.50,
904,Holley Fuel Regulator - Stock & Boost Sensitive,From $49.90 to $109.90,
905,"Stinger, Swivel Flange",From $32.50 to $79.90,
906,Transmission Drive Flanges,$74.50,
907,Weber Air Filter IDF & DCOE,From $19.50 to $27.50,
908,"930 3/8"" CV Bolt set (6)",$9.90,16-2413
909,Billet Distributor Clamp W/Timing Marks,$24.50,17-2925
910,Hideaway Muffler,$94.50,00-3700
911,"IDF, HPMX, DRLA Air Filter",$24.90,00-8714
912,Autometer Boost Guages 0-35,From $109.95 to $129.95,
913,Autometer Boost/Vac Guage 30/20,From $109.95 to $124.90,
914,Autometer Elec. Oil Pres. 0-100,From $119.90 to $129.90,
915,Autometer Fuel Level,From $109.90 to $119.90,
916,Autometer In Dash Tach,From $169.90 to $239.90,
917,Autometer Mechanical Oil Pres. 0-150,From $104.90 to $114.90,
918,Autometer Monster Tachs,$349.90,
919,Autometer Oil Temp 140-300,From $109.95 to $114.95,
920,Autometer Volt Guage 8-18v,From $94.95 to $104.95,
921,Axle Spacer Set,$34.50,16-2400
922,Billet Distributor Clamp,$24.90,00-8912
923,Stainless Merge Exhaust w/Stinger,$379.90,00-3760
924,009 Type Distributors - Super Special,From $34.90 to $129.90,
925,Air Cleaners Tall,From $23.90 to $79.90,
926,Aluminum Dash Panel,$44.50,
927,Battery Isolator Switch (Battery Cut Off),$12.95,00-9355
928,CV Tool,$5.95,00-5796
929,Flywheels Stock & Lightened,From $49.90 to $119.90,
930,Gauge Ready Dash Panels,From $7.95 to $8.95,
931,Kadron Carb Kit (Brosal/Solex),From $499.90 to $549.90,
932,New 69mm Crankshaft,$129.90,043105101
933,Off-Road Tail light covers,$17.50,00-9498
934,Off-Road Tail Lights,From $19.90 to $22.50,
935,Slave Cylinder,$69.90,16-2549-0
936,Stainless Phat Boy Muffler for 1:00 Header,$219.90,00-3765
937,"Tail Lights, LED",$54.90,16-9552
938,Turn Signal Lenses for Bugs,From $8.50 to $11.50,
939,Type 3 Brake Drum,From $79.90 to $84.90,
940,Under Dash Gauge Mounts,From $9.90 to $18.50,
941,Universal Wiring Harness,$79.90,00-9466
942,Wide 5 Rear Disc Brake kit 5/205 No E-Brake,From $24.50 to $274.90,
943,"Wink Mirror, 5 Panel",$19.90,00-4580
944,34 EPC or ICT Dual Single Throat Carb Kits,From $279.90 to $429.95,
945,36mm Axle Nut,From $5.50 to $8.50,
946,5 Lug Rear Disc Brake Kit with E-Brake,From $84.95 to $369.95,
947,Bosch 009 Mechanical Advance  Individual Parts,From $2.00 to $14.90,
948,Chromoly Flywheel,From $99.95 to $129.90,
949,Comp-U-Fire D.I.S. Ignition System,$239.90,
950,Comp-U-Fire Points Replacement,$84.90,21100
951,Counter Weighted Crankshafts,From $149.90 to $429.90,
952,Distributor Caps - Colored 009,From $8.90 to $14.50,
953,Electronic Points Replacement,From $39.90 to $89.90,
954,Micro Tail Lights,From $4.50 to $11.50,
955,Mini Tail Light LED,$29.90,16-9836
956,Mini Tail Lights,From $4.50 to $11.90,
957,Replacement Oval Filters,From $14.50 to $34.50,
958,Scat Crankshafts,From $199.90 to $449.90,
959,Stainless Steel Header Only,$209.90,00-3767
960,Type 3 and Ghia Turn Signal Lens,$9.50,
961,Billet Coil Clamp,$19.90,16-7015
962,Bosch Blue Coil & Others,From $34.90 to $54.90,
963,Bosch Spark Plug Wire Kits,From $29.95 to $99.95,
964,Comp-u-fire Tach Adapter,$27.90,51105
965,Dual 34 EPC's with Tall Manifolds,$359.90,47-7421
966,H-Beam  Chromoly Rods,From $219.90 to $269.90,
967,"Outerwears for Air Cleaners, All sizes - Red, Blue, Black and Yellow",$14.90,
968,Plug Wire Seperators,$6.50,
969,Rear Disc Brake Kits With Out E-Brake,From $209.90 to $269.90,
970,Silicone Ignition Wire Sets,$17.50,
971,Single Quiet Pack Exhaust System,$119.90,00-3647
972,Stainless Coil Cover w/Clamp,$7.50,00-9064
973,Taylor Spiro Pro 409 Race Wires,$47.50,
974,Dual Quiet Exhaust System,$169.90,00-3648
975,Off-Road Air Cleaners,From $19.90 to $39.90,
976,Rear Disc Brake Kit W/E-Brakes,From $299.90 to $349.90,
977,Scat H-Beam Type 1 VW Rods,$284.50,
978,Stock Black Ignition Wire Set,$12.90,00-9314
979,Chromoly 4140  I-Beam Rods,$124.90,
980,"Exhaust System 1 1/2"" W/Large 3 Bolt Muffler",From $57.50 to $119.90,
981,VW Starter for all 12v Swing & IRS Trans.,From $79.95 to $99.95,
982,Distributor Water Proof Kit,$7.90,
983,Hi Torque Wosp Starter,From $154.95 to $255.00,
984,New Stock Connecting Rods,$94.90,311105401B
985,Singe Glass Pack Exhaust,$124.50,00-3641
986,Large 3 bolt 1 1/2 Exhaust W/Glass Pack,From $59.90 to $99.90,
987,Hard Start Relay Kit,$34.90,WR1
988,Header Only (Small 3 Bolt Flange),From $79.90 to $199.90,
989,Fan Only,$54.90,00-9296
990,Premium Series T-1 & 2  Header Only,From $89.90 to $219.90,
991,Competition Length Dowel Pins (8),$14.90,
992,Crank Gear Kit,$39.90,CCCGK
993,Crankshaft Racer Gear Spacer,$12.90,16-9522
994,Premium Phat Boy Mufflers (For Premium Header Only),From $89.90 to $224.90,
995,Camshaft Bearings Stock & Double Thrust,From $13.50 to $17.50,
996,High Mount Muffler,From $69.90 to $134.90,
997,"Rear Disc Brake Rotor, 4 Lug, Porsche, Chevy or Blank.",From $5.90 to $89.90,
998,Rod Bearings,From $12.50 to $99.90,
999,"Scat Chromoly Flywheel, 12.5 lb 8 dowel",$129.90,60007
1000,Silverline Main Bearings -  Steel Back,From $37.50 to $44.95,
1001,Type 3 Progressive Carb Kit,$329.90,47-0634
1002,Whip Lamp Shield,$13.50,
1003,Whip Shield Cap,$4.90,16-1013
1004,Base Mount For Whip Lighted Antenna,$19.90,16-1010
1005,Billet Center Load Rack and Pinion,$279.90,17-2599
1006,Empi EPC 34 Type 3 Carb Kits,From $329.90 to $349.90,
1007,Engle Billet Camshafts,From $45.00 to $99.95,
1008,Stainless Steel Hide-a-way Muffler kit,$199.90,00-3763
1009,Dual 40 or 44 Type 3 HPMX Carb Kits,$649.90,
1010,Replacement Muffler,From $69.90 to $144.50,
1011,Scat Camshafts,$84.90,
