,name,price,sku
1836,"Crank Pulley, Oem Replacement, Type 1 Aircooled VW",37.04,113-105-251G
1837,"Crankshaft End Play Tool, For Aircooled VW Motors",18.99,7004
1838,"Crankshaft Installation Kit, For Aircooled VW Motors",120.99,00-8105-0
1839,"Crankshaft Racer Spacer, For Spacing Timing Gears",19.99,4000-50
1840,"Crankshaft Snap Ring, For Aircooled VW Motors",2.99,111-105-227
1841,"Crankshaft, 69mm, 4140 Chromoly, 4 Dowel",334.99,00-8119-0
1842,"Crankshaft, 69mm, Cast Iron, 4 Dowel, VW Journals",202.99,043-105-101
1843,"Crankshaft, 69mm, Cast Iron, 8 Dowel, VW Journals",262.99,10692
1844,"Crankshaft, 69mm, Forged Chromoly, 8 Dowel, VW Journals",338.99,00-8120-0
1845,"Crankshaft, 74mm, Forged Chromoly, 8 Dowel, VW Journals",338.99,00-8121-0
1846,"Crankshaft, 76mm, Forged Chromoly, 8 Dowel, Chevy Journals",383.99,00-8185-0
1847,"Crankshaft, 76mm, Forged Chromoly, 8 Dowel, VW Journals",364.99,00-8180-0
1848,"Crankshaft, 78mm, Forged Chromoly, 8 Dowel, Chevy Journals",364.99,00-8186-0
1849,"Crankshaft, 78mm, Forged Chromoly, 8 Dowel, VW Journals",363.99,4000-10
1850,"Crankshaft, 82mm, Forged Chromoly, 8 Dowel, Chevy Journals",364.99,00-8187-0
1851,"Crankshaft, 82mm, Forged Chromoly, 8 Dowel, VW Journals",363.99,00-8182-0
1852,"Crankshaft, 84mm, Forged Chromoly, 8 Dowel, Chevy Journals",363.99,4000-22
1853,"Crankshaft, 86mm Stroke, For Type 1, 8 Dowel",384.99,00-8189-0
1854,"Cup Holder, Polished Aluminum, For Bus 56-67",95.94,18-1110-0
1855,"Custom Chrome Mirror, 4 Inch, For Beetle Or Baja, Each",25.99,AC857845
1856,"Custom Deluxe Pivot Pockets, For VW IRS Suspension",69.99,A2008
1857,"Custom Pedal Covers 3 Piece, Fits Stock VW Pedal Systems",20.99,6021
1858,"Custom Torsion Housing, Replacement Of OEM VW Housing",366.69,CUSTTOR
1859,"Cv Bolt, 3/8-24  X2-1/4"" , 12 Point External, EACH",2.99,16-2413-7
1860,"Cv Bolt, Stock Beetle, 8mm With 12 pt.  Head, Sold Each",3.99,113-501-229D
1861,"Cv Bolts, 3/8-24  X2-1/4"" , 12 Point External, 6 Pack",14.99,16-2413-0
1862,"Cv Bolts, 3/8-24 X 1-3/4"", 12 Point External, 6 Pack",13.29,16-2412-0
1863,"Cv Bolts, 3/8-24 X 1-3/4"", 6 Point Allen Head, 6 Pack",11.99,16-2410-0
1864,"Cv Bolts, Beetle & Bus, 8mm With 12 Point Internal, 6 Pack",8.99,16-2409-0
1865,"Cv Bolts, For 934 1/2-20 X 2-1/2 12 Point External 6 Pack",40.84,16-2416-0
1866,"Cv Bolts, For 934 7/16-20 X 2-3/8 12 Point External 6 Pack",33.24,16-2414-0
1867,"Cv Bolts, For Billet Flange, 3/8-24 x 2-5/16"", 6 Pack",15.99,16-2415-0
1868,"Cv Boot Flange, For 930 Cv Joints, Over The CV Style, Each",30.99,86-9313-0
1869,"Cv Clip, For Type 1 Beetle & Type 2 Bus Axles, 4 Pack",8.54,6573-20
1870,"Cv Clip, For Type 1 Beetle & Type 2 Bus Axles, Each",2.84,113-517-279
1871,"Cv Clip, Spiral Lock For 930 CV, 4 Pack",8.99,16-2262-0
1872,"Cv Clip, Spiral Lock For 934 CV, Sold Each",2.72,AC525141-934
1873,"Cv Flange, For 002 & 091 Bus CVs, Sold Each",32.99,86-9305-0
1874,"Cv Flange, For 930 Cv Joints, Off-Road Version, Sold Each",27.99,86-9302-0
1875,"Cv Flange, For 934 Cv Dual Boot Flange, Each",109.99,86-9318-0
1876,"Cv Flange, For 934 Off-Road Style, Sold Each",37.04,86-9308-0
1877,"Cv Grease Ring, 100mm For 002  & 091 Type 2 Bus, Each",22.79,AC525140-2
1878,"Cv Grease Ring, 108mm For 930 Porsche, Each",24.99,AC525140-930
1879,"Cv Joint Balls, .873"" For 930 CV, Pack of 24",24.69,16-2620-0
1880,"Cv Joint Balls, .874"" For 930 CV, Pack Of 24",24.69,16-2619-0
1881,"Cv Joint Balls, .875"" For 930 CV, Pack Of 24",24.69,16-2621-0
1882,"Cv Joint Balls, 1"" For 934 Cv, Pack of 24",25.64,16-2622-0
1883,"Cv Joint Balls, 5/8"" For Type 1, Pack of 24",19.94,16-2624-0
1884,"Cv Joint Cage, Chromoly For 930 CV, Each",40.84,16-2615-0
1885,"Cv Joint Cage, Chromoly For 934 CV, Each",37.62,16-2616-0
1886,"Cv Joint Cage, Chromoly For Type 1 CV, Each",26.99,16-2617-0
1887,"Cv Joint Cage, Chromoly For Type 2 CV, Clearanced, Each",35.14,16-2633-0
1888,"Cv Joint Cage, Chromoly For Type 2 CV, Each",28.49,16-2631-0
1889,"Cv Joint Grease, 4 Ounces",4.99,G000602
1890,"Cv Joint Grease, Red 14 oz Tube, Sold Each",15.99,86-3009-0
1891,"Cv Joint Kit, 100mm 002 & 091 Type 2 Bus 68-79",46.99,251-598-101
1892,"Cv Joint Kit, 108mm For 930 Porsche 28 Spline",139.99,AC525110K
1893,"Cv Joint Kit, 90mm Type 1, For Beetle & Ghia 68-79",45.99,87-9916-K
1894,"Cv Joint Race With Balls, For 930 CV, Each",40.84,16-2611-0
1895,"Cv Joint Race, Chromoly For 930 CV With .875"" Balls, Each",44.49,16-2640-0
1896,"Cv Joint Race, For 930 Cv With .875"" Balls, Each",32.39,16-2628-0
1897,"Cv Joint Race, For 934 Cv, Each",44.64,16-2606-0
1898,"Cv Joint Race, For Type 1 Cv With 5/8"" Balls, Each",30.39,16-2609-0
1899,"Cv Joint Race, For Type 1 Cv, Each",22.44,16-2630-0
1900,"Cv Joint Race, For Type 1 With 11/16"" Balls, Each",22.44,16-2607-0
1901,"Cv Joint Race, For Type 2, Clearanced For Travel, Each",35.14,16-2634-0
1902,"Cv Joint Race, For Type 2, Each",31.34,16-2632-0
1903,"Cv Joint Race, Race Prepped For 930 CV With .875"" Balls, Ea",44.64,16-2635-0
1904,"Cv Joint Race, Race Prepped For 930 CV, Each",32.39,16-2629-0
1905,"Cv Joint Race, Race Prepped For 934 CV, Each",46.54,16-2627-0
1906,"Cv Joint, 100mm 002 & 091 Type2 Bus 68-79, Each",39.99,211-501-331B
1907,"Cv Joint, 108mm For 930 Porsche 28 Spline",90.99,AC525110
1908,"Cv Joint, 108mm Lightened 930 Porsche 28 Spline",170.99,98-5094-B
1909,"Cv Joint, 128mm 934 Porsche With Chromoly Cage",163.99,98-5098-B
1910,"Cv Joint, 128mm Lightened 934 Porsche",165.72,98-5096-B
1911,"Cv Joint, 90mm, Type 1 For Beetle & Ghia 68-79, Each Premium",66.99,113-501-331GP
1912,"Cv Joint, Off-Road Prep, 100mm 002 & 091 Type 2 Bus, Each",76.99,98-5084-B
1913,"Cv Joint, Off-Road Prep, 108mm For 930 Porsche 28 Spline",99.99,87-9470-B
1914,"Cylinder Cool Tins, For Type 1 & 3 VW, Black PR",22.99,4526
1915,"Cylinder Cool Tins, For Type 1 & 3 VW, Chrome, PR",25.99,4526-15
1916,"Cylinder Head Nut, 10mm, For VW, Sold Each",2.99,021-101-457
1917,"Cylinder Head Nut, 8mm, For VW, Sold Each",2.99,043-101-457
1918,"Cylinder Head Spacers, Fits 85.5, 87 & 88mm .030"" Thick 4 Pc",14.24,21-5008-0
1919,"Cylinder Head Spacers, Fits 85.5, 87 & 88mm .040"" Thick 4 Pc",14.24,21-7616-0
1920,"Cylinder Head Spacers, Fits 85.5, 87 & 88mm .060"" Thick 4 Pc",14.99,21-5009-0
1921,"Cylinder Head Washer, 10mm, For VW, Sold Each",2.99,043-101-461
1922,"Cylinder Head Washer, 8mm, For VW, Sold Each",2.99,111-101-465
1923,"Cylinder Head, Big Valved 94mm , 5mm With Single Springs",324.99,98-1375-B
1924,"Cylinder Head, Big Valved, 85.5mm With Single Springs",274.99,98-1329-B
1925,"Cylinder Head, Big Valved, 85.5mm With Single Springs",302.99,98-1373-B
1926,"Cylinder Head, Big Valved, 90.5 & 92mm With Single Springs",292.99,98-1400-B
1927,"Cylinder Head, Big Valved, 94Mm With Dual Springs",306.99,98-1406-B
1928,"Cylinder Head, Big Valved, 94Mm With Single Springs",292.99,98-1404-B
1929,"Cylinder Shim Set, Fits 1.7 1.8 & 2.0 Type 4, .010 Thick",17.09,21-7510-0
1930,"Cylinder Shim Set, Fits 1.7 1.8 & 2.0 Type 4, .020 Thick",17.09,21-7520-0
1931,"Cylinder Shim Set, Fits 1.7 1.8 & 2.0 Type 4, .030 Thick",17.09,21-7530-0
1932,"Cylinder Shim Set, Fits 1.7 1.8 & 2.0 Type 4, .040 Thick",17.09,21-7540-0
1933,"Cylinder Shim Set, Fits 1.7 1.8 & 2.0 Type 4, .060 Thick",17.09,21-7560-0
1934,"Cylinder Shim Set, Fits 1.7 1.8 & 2.0 Type 4, .090 Thick",17.09,21-7590-0
1935,"Cylinder Shim Set, Fits 85.5, 87 & 88mm, .020"" Thick, 4 Pc",14.24,4557-20
1936,"Cylinder Shim Set, Fits 85.5, 87 & 88mm, .030"" Thick, 4 Pc",9.47,4557-30
1937,"Cylinder Shim Set, Fits 85.5, 87 & 88mm, .040"" Thick, 4 Pc",14.99,4557-40
1938,"Cylinder Shim Set, Fits 85.5, 87 & 88mm, .060"" Thick, 4 Pc",9.47,4557-60
1939,"Cylinder Shim Set, Fits 85.5,87 & 88mm, .010"" Thick, 4 Pc",14.99,4557-10
1940,"Cylinder Shim Set, Fits 94mm, .010"" Thick, 4 Pc",14.24,4571-10
1941,"Cylinder Shim Set, Fits 94mm, .020"" Thick, 4 Pc",14.24,4571-20
1942,"Cylinder Shim Set, Fits 94mm, .030"" Thick, 4 Pc",14.99,4571-30
1943,"Cylinder Shim Set, Fits 94mm, .040"" Thick, 4 Pc",14.24,4571-40
1944,"Cylinder Shim Set, Fits 94mm, .060"" Thick, 4 Pc",14.99,4571-60
1945,"Cylinder Shim Set, Fits 94mm, .090"" Thick, 4 Pc",14.24,4571-90
1946,"Cylinder Shim Set, Fits, 90.5 & 92mm, .030"" Thick, 4 Pc",14.24,4559-30
1947,"Cylinder Shim Set, Fits, 90.5 & 92mm, .040"" Thick, 4 Pc",14.24,4559-40
1948,"Cylinder Shim Set, Fits, 90.5 & 92mm, .060"" Thick, 4 Pc",14.24,4559-60
1949,"Cylinder Shim Set, Fits, 90.5 & 92mm, .090"" Thick, 4 Pc",14.24,4559-90
1950,"D.I.S Ignition System, Yellow, For Type 1 VW",407.99,00-9420-0
1951,"D6Ea Ngk Spark Plug, Each",5.99,D6EA
1952,"D7000 Intake Gaskets, Sold As Pair",10.44,00-3268-0
1953,"D7Ea Ngk Spark Plug, Each",5.99,D7EA
1954,"D8Ea Ngk Spark Plug, Each",5.99,D8EA
1955,"D8Ha Ngk Spark Plug, Each",3.35,D8HA
1956,"D9Ea Ngk Spark Plug, Each",4.78,D9EA
1957,"Damper Pipe Bracket, For Type 2 Bus 60-71",19.94,211-251-301A
1958,"Damper Pipe Installation Kit, For Type 2 Bus 60-71",25.64,211-298-055
1959,"Damper Pipe, For Type 2 Bus 70-71",31.34,147-251-157
1960,Dana 60 Shock Mount,2.99,FAB-3071
1961,"Dash Cover, For Super Beetle & Convertable 73-79",56.99,00-4447-0
1962,"Dash Grab Handle, For Bus 56-67, Chrome, Each",64.59,18-1109-0
1963,"Dash Grab Handle, For Type 2 Bus 68-79",40.84,211-857-643B
1964,"Dash Switch, Threaded 10mm Nut, For Beetle & Ghia 58-67",4.99,111-941-515
1965,"Dash Switch, Threaded 14mm Nut, For Aircooled VW",4.74,111-941-515D
1966,Dcoe Idle Jet F8-40,6.64,74821.040
1967,Dcoe Idle Jet F8-45,6.64,74821.045
1968,Dcoe Idle Jet F8-50,6.64,74821.050
1969,Dcoe Idle Jet F8-55,6.64,74821.055
1970,Dcoe Idle Jet F8-60,6.64,74821.060
1971,Dcoe Idle Jet F8-65,6.64,74821.065
1972,Dcoe Idle Jet F9-40,6.64,74822.040
1973,Dcoe Idle Jet F9-45,6.64,74822.045
1974,Dcoe Idle Jet F9-50,6.64,74822.05
1975,Dcoe Idle Jet F9-55,6.64,74822.055
1976,Dcoe Idle Jet F9-60,6.64,74822.060
1977,Dcoe Idle Jet F9-65,6.64,74822.065
1978,Dcoe Pump Jet 35,6.64,76801.035
1979,Dcoe Pump Jet 40,6.64,76801.04
1980,Dcoe Pump Jet 45,6.64,76801.045
1981,Dcoe Pump Jet 60,6.64,76801.06
1982,Dcoe Pump Jet 65,6.64,76801.065
1983,Dcoe Pump Jet 70,6.64,76801.07
1984,"Deck Height Measuring Tool, For Aircooled VW Motors",35.99,7007
1985,"Deck Lid Brackets, For Beetle, Chrome, Sold As Pair",26.59,00-8662-0
1986,"Deck Lid Hinge Bracket, For Beetle 50-79, Sold As Pair",8.99,16-9837-0
1987,"Deck Lid Lock With Keys, For Type 2 Bus 55-63",31.34,211-829-231A
1988,"Deck Lid Lock With Keys, For Type 2 Bus 67-71",20.89,211-829-231G
1989,"Deck Lid Lock, With Keys, For Beetle & Super 72-79",26.59,98-1035-0
1990,"Deck Lid Lock, With Keys, For Beetle 52-64",40.84,98-1090-0
1991,"Deck Lid Lock, With Keys, For Beetle 65-66, Bus 68-71",28.49,98-1084-0
1992,"Deck Lid Lock, With Keys, For Beetle 67-71, Bus 67",15.19,98-1034-0
1993,"Deck Lid Rain Deflector, For All Aircooled Beetles",84.54,00-6464-0
1994,"Deck Lid Rubber Stop, For Beetle 67-79, Sold Each",2.99,171-823-499
1995,"Deck Lid Spring, For Beetle, Chrome, Sold Each",19.94,00-8661-0
1996,"Deck Lid Spring, For Ghia 56-74, Sold Each",35.14,141-827-331
1997,"Deck Lid Stand-Off, Billet",38.94,17-2948-0
1998,"Deck Lid Stand-Offs, For Beetle, Sold As Pair",17.99,6033
1999,Decklid Bubble for Type 3 Progressive Carb Kits,38.94,43-2125-0
2000,"Degree Crank Pulley Kit, Black Letters, Standard Diameter",90.99,00-8652-0
2001,"Degree Crank Pulley Kit, Blue Letters, Standard Diameter",90.99,00-8651-0
2002,"Degree Crank Pulley Kit, Red Letters, Standard Diameter",90.99,00-8650-0
2003,"Degree Crank Pulley, Black Numbers Standard Diameter By Scat",51.99,80227
2004,"Degree Crank Pulley, Black Numbers Standard Diameter by Scat",46.54,80346
2005,"Degree Crank Pulley, Black Numbers, Sand Sealed, Std Dia",55.09,80347
2006,"Degree Crank Pulley, Black Numbers, Sand Sealed, Std Dia.",63.99,80228
2007,"Degree Crank Pulley, Black Numbers, Solid, Standard Diameter",43.99,00-8779-0
2008,"Degree Crank Pulley, Black Numbers, Standard Diameter",38.99,00-9114-0
2009,"Degree Crank Pulley, Blue Numbers, Sand Sealed, Std Dia.",53.99,80347B
2010,"Degree Crank Pulley, Blue Numbers, Standard Diameter",38.99,00-8914-0
2011,"Degree Crank Pulley, Blue Numbers, Standard Diameter by Scat",51.99,80227B
2012,"Degree Crank Pulley, For VW Engines, Bolt In Sand Seal Style",106.99,33-1065-0
2013,"Degree Crank Pulley, For VW Engines, STEEL",161.99,33-1090-0
2014,"Degree Crank Pulley, Laser Engraved, Standard Diameter",66.99,33-1055-0
2015,"Degree Crank Pulley, Red Numbers, Standard Diameter",38.99,00-8915-0
2016,"Degree Crank Pulley, Sand Sealed, Bolt In, Standard Diameter",68.99,00-8688-0
2017,"Degree Crank Pulley, Sand Sealed, Machine In, Standard Dia.",61.99,00-8696-0
2018,"Degree Pulley, For VW Engines, Machined in Sand Seal",92.14,33-1060-0
2019,"Deluxe Car Cover, Fits All Type 1 Beetle",131.99,15-6401-0
2020,"Deluxe Car Cover, Fits All Years Ghia",149.99,15-6403-0
2021,"Deluxe Car Cover, Fits All Years Type 3",170.99,15-6411-0
2022,"Deluxe Car Cover, Fits Type 2 Bus 50-72",202.99,15-6405-0
2023,"Deluxe Car Cover, Fits Type 2 Bus 73-79",146.59,15-6407-0
2024,"Deluxe Car Cover, Fits Type 2 Camper 68-93",208.99,15-6409-0
2025,"Deluxe Chrome Alternator Conversion Kit 75 Amp, For Type 1",227.99,00-9451-0
2026,"Deluxe Chrome Dress Up Kit, For Aircooled VW Engines",42.74,00-8741-0
2027,"Deluxe Dual 40 Hpmx Carburetor Kit, By EMPI",634.97,47-9317-0
2028,"Deluxe Dual 44 Hpmx Carburetor Kit, By EMPI",683.99,47-9319-0
2029,"Deluxe Engine Hardware Kit, 10mm Stud Size",24.99,00-4019-0
2030,"Deluxe Engine Hardware Kit, 8Mm Head Stud Size",24.99,00-4018-0
2031,"Deluxe Flip Down Flag Mount, For 1-1/2 Inch Tube",80.74,AC750124-1.5
2032,"Deluxe Flip Down Flag Mount, For 1-3/4 Inch Tube",80.74,AC750124-1.75
2033,"Deluxe Flywheel Seal Installer Tool, For VW Rear Main Seal",37.99,7036
2034,"Deluxe Side Mirror, Black With Concave Lense, Each",58.99,AC857817BC
2035,"Deluxe Side Mirror, Black With Flat Lense, Each",43.75,AC857817BF
2036,"Deluxe Side View, Polished With Convex Lense, Each",47.95,AC857817CC
2037,"Deluxe Side View, Polished With Flat Lense, Each",64.99,AC857817F
2038,"Desert Dueler Exhaust, 1-3/8"" With U-Bend Stinger, Raw",269.99,00-3786-0
2039,"Dimmer Switch, For Headlights, Beetle & Bus 50-65 Ghia 56-65",14.24,98-9436-B
2040,"Dipstick Boot, Fits All Aircooled VW Engines",3.99,021-119-245
2041,"Dipstick Conversion, For Type 3 To Type 1 Style",13.99,3068
2042,"Dipstick, For All Aircooled VW Engines",6.99,113-115-611
2043,"Dis Ignition System, Blue, For Type 1 VW",407.99,00-9419-0
2044,"Disc Brake Bracket, For Front King Pin",17.99,AC405001
2045,"Disc Brake Bracket, For Super Beetle Front Brakes",94.99,22-2845-7
2046,"Disc Brake Bracket, Front King Pin, Pair",149.97,22-2880-B
2047,"Disc Brake Caliper Bracket, Bolt On For Ball Joint Kits",44.99,22-2975-7
2048,"Disc Brake Caliper Bracket, Fits Swing or IRS, Custom App",20.99,17-2678-0
2049,"Disc Brake Caliper Bracket, For Ball Joint Custom App.",20.99,17-2677-0
2050,"Disc Brake Caliper Bracket, For Emergency Brakes, Sold Each",32.99,22-2848-B
2051,"Disc Brake Caliper Bracket, For Zero Offset Ball joint, Pair",199.99,22-2885-B
2052,"Disc Brake Caliper Bracket, Forged, For Emergency Brakes, EA",114.99,22-2863-0
2053,"Disc Brake Caliper, Front, Without Pads",171.99,22-2956-B
2054,"Disc Brake Caliper, Front, Without Pads",171.99,22-2957-B
2055,"Disc Brake Caliper, Front, Without Pads, Left Side",177.99,22-6126-B
2056,"Disc Brake Caliper, Front, Without Pads, Right Side",177.99,22-6125-B
2057,"Disc Brake Caliper, Left Side, For Emergency Brake Kits",177.99,22-6123-B
2058,"Disc Brake Caliper, Right Side, For Emergency Brake Kits",177.99,22-6124-B
2059,"Disc Brake Installation Kit, For Ball Joint Beetle 66-74",37.99,22-2851-0
2060,"Disc Brake Kit, 4 On 130mm, For Ball Joint 68-77",379.99,22-2850-0
2061,"Disc Brake Kit, 4 On 130mm, For Ball Joint 68-77, VENTED",533.99,22-6139-0
2062,"Disc Brake Kit, 4 On 130mm, For King Pin 56-65",293.99,A1003
2063,"Disc Brake Kit, 4 On 130mm, For Super Beetle",278.99,22-2855-0
2064,"Disc Brake Kit, 4 On 130mm, For Super Beetle, VENTED",469.99,22-6140-0
2065,"Disc Brake Kit, 4 On 130mm, Long Spline, With Forged Bracket",368.99,22-2861-F
2066,"Disc Brake Kit, 4 On 130mm, Swing Axle & IRS Long Spline",319.99,A1001
2067,"Disc Brake Kit, 4 On 130mm, Swing Axle, Short Spline",310.99,22-2862-0
2068,"Disc Brake Kit, 4 On 130mm, Swing Axle, Short Spline, FORGED",439.99,22-2862-F
2069,"Disc Brake Kit, 4 On 130mm, With E-Brake Short Spline Forged",376.97,22-2865-F
2070,"Disc Brake Kit, 4 On 130mm, With E-Brake Short Spline VENTED",556.99,22-6143-0
2071,"Disc Brake Kit, 4 On 130mm, With E-Brake, Long Spline",403.99,22-2870-0
2072,"Disc Brake Kit, 4 On 130mm, With E-Brake, Long Spline",470.99,22-2871-0
2073,"Disc Brake Kit, 4 On 130mm, With E-Brake, Long Spline FORGED",458.99,22-2870-F
2074,"Disc Brake Kit, 4 On 130mm, With E-Brake, Long Spline FORGED",428.99,22-2871-F
2075,"Disc Brake Kit, 4 On 130mm, With E-Brake, Long Spline VENTED",663.99,22-6144-0
2076,"Disc Brake Kit, 4 On 130mm, With E-Brake, Long Spline VENTED",509.72,22-6145-0
2077,"Disc Brake Kit, 4 On 130mm, With E-Brake, Short Spline",460.99,22-2865-0
2078,"Disc Brake Kit, 5 On 130mm & 5 on 4-3/4 Chevy, For Super",325.99,22-2982-0
2079,"Disc Brake Kit, 5 On 205, With E-Brake, 58-67 Swing FORGED",535.99,22-2905-F
2080,"Disc Brake Kit, 5 On 205, With Emergency Brakes, 58-67 Swing",499.99,22-2905-0
2081,"Disc Brake Kit, 5 On 205mm, With E-Brake Long Spline FORGED",552.99,22-2906-F
2082,"Disc Brake Kit, 5 On 205mm, With E-Brakes, IRS 73-79 FORGED",526.99,22-2907-F
2083,"Disc Brake Kit, 5 On 205mm, With Emergency Brake Long Spline",508.99,22-2906-0
2084,"Disc Brake Kit, 5 On 205mm, With Emergency Brakes, IRS 73-79",478.99,22-2907-0
2085,"Disc Brake Kit, 5 On 4-3/4 Chevy Fits Short & Long Spline HD",409.99,22-2911-F
2086,"Disc Brake Kit, 5 On 4-3/4 Chevy For Ball Joint 68-79 VENTED",491.99,22-6134-0
2087,"Disc Brake Kit, 5 On 4-3/4 Chevy, Ball Joint 66-74",381.99,22-2981-0
2088,"Disc Brake Kit, 5 On 4-3/4 Chevy, E-Brake Short Spline, HD",521.99,22-2912-F
2089,"Disc Brake Kit, 5 On 4-3/4 Chevy, E-Brake, Long Spline HD",528.99,22-2914-F
2090,"Disc Brake Kit, 5 On 4-3/4 Chevy, E-Brake, Long Spline, HD",502.99,22-2913-F
2091,"Disc Brake Kit, 5 On 4-3/4 Chevy, Fits Short & Long Spline",366.99,A1036
2092,"Disc Brake Kit, 5 On 4-3/4 Chevy, For Ball Joint 68-79",361.99,22-2985-0
2093,"Disc Brake Kit, 5 On 4-3/4 Chevy, For King Pin 56-65",317.99,22-2990-0
2094,"Disc Brake Kit, 5 On 4-3/4 Chevy, For King Pin 56-65 VENTED",508.99,22-6135-0
2095,"Disc Brake Kit, 5 On 4-3/4 Chevy, Swing Axle Short Spline",376.99,22-2910-0
2096,"Disc Brake Kit, 5 On 4-3/4 Chevy, Swing Axle Short Spline HD",311.84,22-2910-F
2097,"Disc Brake Kit, 5 On 4-3/4 Chevy, With E-Brake Short Spline",484.99,22-2912-0
2098,"Disc Brake Kit, 5 On 4-3/4 Chevy, With E-Brake Short Spline",622.99,22-6136-0
2099,"Disc Brake Kit, 5 On 4-3/4 Chevy, With E-Brake, Long Spline",457.99,22-2913-0
2100,"Disc Brake Kit, 5 On 4-3/4 Chevy, With E-Brake, Long Spline",478.99,22-2914-0
2101,"Disc Brake Kit, 5 On 4-3/4 Chevy, With E-Brake, Long Spline",675.99,22-6137-0
2102,"Disc Brake Kit, 5 On 4-3/4 Chevy, With E-Brake, Long Spline",660.99,22-6138-0
2103,"Disc Brake Kit, Zero Offset, 5 on 205mm, Ball Joint 66-67",525.99,22-2885-0
2104,"Disc Brake Kit, Zero Offset, 5 on 205mm, Ball Joint 68-74",522.99,22-2895-0
2105,"Disc Brake Rotor Type 2, 71-72 & 68-79 Disc Conversion",81.69,211-615-301A
2106,"Disc Brake Rotor Type 2, 73-79 & 68-79 Disc Conversion",59.09,211-615-301B
2107,"Disc Brake Rotor, 4 On 130mm, For Ball Joint 66-79, Vented",69.99,22-3853-B
2108,"Disc Brake Rotor, 4 On 130mm, For King Pin & Ball Joint",73.99,AC407075
2109,"Disc Brake Rotor, 4 On 130mm, Long Spline Swing & IRS",76.99,AC501914
2110,"Disc Brake Rotor, 4 On 130mm, Long Spline Swing & IRS Vented",107.99,22-3841-B
2111,"Disc Brake Rotor, 4 On 130mm, Short Spline Swing Axle",90.99,22-2842-B
2112,"Disc Brake Rotor, 4 On 130mm, Shortly Spline Swing, Vented",85.22,22-3842-B
2113,"Disc Brake Rotor, 5 On 130mm & 5 On 4-3/4 Chevy, Vented",118.99,22-3843-7
2114,"Disc Brake Rotor, 5 On 205mm, For Ball joint 66-67, Vented",111.22,22-3862-B
2115,"Disc Brake Rotor, 5 On 205mm, For Porsche 356 Front",150.99,22-2967-B
2116,"Disc Brake Rotor, 5 On 205mm, For Zero Offset Short Spline",120.99,22-2972-B
2117,"Disc Brake Rotor, 5 On 205mm, For Zero Offset Swing Or IRS",160.99,22-3872-B
2118,"Disc Brake Rotor, 5 On 205mm, Long Spline Swing or IRS",100.99,AC502021
2119,"Disc Brake Rotor, 5 On 205mm, Wide Track Short Spline Vented",89.99,22-3873-B
2120,"Disc Brake Rotor, 5 On 4-3/4 Chevy, Short Spline",93.99,22-2843-7
2121,"Disc Brake Rotor, For Ball Joint, 5 On 4-3/4 Chevy, Vented",128.99,22-3863-7
2122,"Disc Brake Rotor, Zero Offset For King Pin Beetle 59-65",133.99,22-2961-B
2123,"Disc Brake Rotors, Blanks, Fits Short Spline Swing Axle",103.54,22-2844-B
2124,"Disc Brake Spacer, For Making Short Spline Into Long Spline",9.99,22-5281-7
2125,"Disc Brakes,  Zero Offset, 5 On 205mm, For King Pin 59-65",515.99,22-2880-0
2126,"Distibutor Drive Puller, For Aircooled VW Motors",16.99,7019
2127,"Distributor Cap,",30.39,03012
2128,"Distributor Cap, For 009 & EmpI Distributors With Vacuum",14.99,16-9441-B
2129,"Distributor Cap, For 009 & EmpI Distributors, Each",12.99,16-9435-B
2130,"Distributor Cap, For 009 Blue",12.99,3500-12
2131,"Distributor Cap, For 009 Clear",12.99,00-8790-0
2132,"Distributor Cap, For 009 Distributors, Bosch Brand",27.99,03010
2133,"Distributor Cap, For 009 Distributors, BROWN CAP Bakelite",16.14,16-9445-B
2134,"Distributor Cap, For 009 Red",12.99,3500-13
2135,"Distributor Cap, For 009 Yellow",12.99,3500-10
2136,"Distributor Cap, For Beetle & Ghia 55-60, Bus 55-59",22.79,03019
2137,"Distributor Cap, For EMPI SVA Distributor",12.34,16-9438-0
2138,"Distributor Cap, For MSD VW 8485 Distributors",35.99,MSD8434
2139,"Distributor Cap, For Pertronix D186810 Billet Distributors",25.99,D654710
2140,"Distributor Drive Gear, For Type 1 VW Engines",31.99,111-105-223
2141,"Distributor Drive Pinion Shim,For Type 1 VW Engines, Each",2.99,111-105-235A
2142,"Distributor Drive Pinion, For Type 1 VW Engines",48.99,113-105-231B
2143,"Distributor Drive Pinion, For Type 1 VW Engines, Premium",56.99,113-105-231BP
2144,"Distributor Drive Spring, For All Years Aircooled VW",2.99,111-105-233
2145,"Distributor Hold Down Clamp, For Type 1",3.99,113-905-250
2146,"Distributor Hold Down Clamp, For Type 1, Black",3.99,AC905001BK
2147,"Distributor Hold Down Clamp, For Type 1, Chrome",4.99,3518
2148,"Distributor Rotor, For SVA Distributor only",10.44,16-9439-0
2149,"Distributor Seal, For All Years Aircooled VW",2.99,111-905-261
2150,"Dog House Engine Tin, For Doghouse Style Fan Shroud, Chrome",36.99,00-8896-0
2151,"Dog House Engine Tin, For Doghouse Style Shroud, Black",37.99,00-8884-0
2152,"Doghouse Style Fan Shroud, No Ducts, Chrome",91.99,AC119016
2153,"Doghouse Style Fan Shroud, No Heat Ducts, Black",84.54,AC119015
